code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,doc_link,source_link
AND,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L41
AS,repo,README.md,56,65,73,73,78,78,79,79,79,79,79,79,79,79,79,79,79,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L10
BY,repo,README.md,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L38
CASE,repo,README.md,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L164
ELSE,repo,README.md,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L164
END,repo,README.md,3,3,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L164
FALSE,repo,README.md,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L164
FROM,repo,README.md,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L32
GROUP,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L38
ORDER,repo,README.md,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L129
SELECT,repo,README.md,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L28
THEN,repo,README.md,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L164
TRUE,repo,README.md,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L164
WHEN,repo,README.md,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L164
WHERE,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L84
\d,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/inserter.go#L73
ap-uploader.sh,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/ap-uploader.sh#L3
is_11ac,repo,README.md,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L164
max_txpower,repo,README.md,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L161
radio_table_latest,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L51
sta_table,repo,README.md,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L99
sta_table_latest,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L107
view_clients_history,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L131
view_neighbors,repo,README.md,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/README.md,https://github.com/google/ubntools/blob/27e899a14e35ce12a8debe860647b32ab377d8aa/schema.sql#L183
